year,fips,estabs,emp,tot_wages,avg_annual_pay
1985,36085,5225,54757,944289168,17245
1985,36087,6357,71421,1307411574,18306
1985,36089,1844,23524,427964727,18193
1985,36091,2558,29908,474658779,15871
1985,36093,2872,54279,1171618389,21585
1985,36095,469,3974,46786367,11773
1985,36097,284,2818,41401345,14692
1985,36099,463,6744,118261399,17536
1985,36101,1581,26403,529377782,20050
1985,36103,31521,374887,6918713758,18455
1985,36105,1824,18619,235539168,12650
1985,36107,544,11943,281783317,23594
1985,36109,1695,28556,483926282,16947
1985,36111,3459,45332,838681621,18501
1985,36113,1833,22993,354350935,15411
1985,36115,821,10143,173395168,17095
1985,36117,1401,18066,288396332,15963
1985,36119,27026,334403,7543280204,22557
1985,36121,662,8327,122346724,14693
1985,36123,400,3481,49219479,14139
1985,37001,2205,41877,588810420,14060
1985,37003,402,7277,95455204,13117
1985,37005,188,2150,21875622,10175
1985,37007,368,6443,84940162,13183
1985,37009,370,5278,66519793,12603
1985,37011,388,4098,47045406,11480
1985,37013,800,13641,197769183,14498
1985,37015,272,5844,66234408,11334
1985,37017,461,5499,72030117,13099
1985,37019,768,9949,192155309,19314
1985,37021,3693,62604,953643048,15233
1985,37023,1075,25324,376355302,14862
1985,37025,1585,32246,462333017,14338
1985,37027,1055,24454,336013706,13741
1985,37029,65,383,4081981,10658
1985,37031,1195,11408,129320914,11336
1985,37033,169,1568,19598266,12499
1985,37035,2742,66568,1016757091,15274
1985,37037,586,9727,127043567,13061
1985,37039,365,4808,56979795,11851
1985,37041,280,3807,48328040,12695
1985,37043,101,877,9482944,10813
1985,37045,1493,26932,402967801,14962
1985,37047,884,12702,182404614,14360
1985,37049,1306,16608,225104575,13554
1985,37051,3378,51138,718100291,14042
1985,37053,152,915,9828210,10741
1985,37055,857,6621,66785856,10087
1985,37057,1873,37506,538640639,14361
1985,37059,393,5590,79474555,14217
1985,37061,700,9012,108840865,12077
1985,37063,3263,87151,1776911520,20389
1985,37065,799,15113,226204080,14968
1985,37067,5133,124708,2452633469,19667
1985,37069,473,4800,53935697,11237
1985,37071,2769,63038,989943989,15704
1985,37073,88,784,8272601,10552
1985,37075,114,1357,17020106,12542
1985,37077,467,8339,113616544,13625
1985,37079,180,1887,18709679,9915
1985,37081,8485,179581,3178890013,17702
1985,37083,966,13769,186399944,13538
1985,37085,954,11816,146349117,12386
1985,37087,911,11484,207468761,18066
1985,37089,1434,18825,286838111,15237
1985,37091,458,6610,81809094,12377
1985,37093,223,4115,47247648,11482
1985,37095,116,921,9110460,9892
1985,37097,1749,31045,439902116,14170
1985,37099,548,5134,59084525,11508
1985,37101,1529,18387,233679582,12709
1985,37103,115,900,9679013,10754
1985,37105,1000,15981,235218142,14719
1985,37107,1226,19997,281962146,14100
1985,37109,739,11282,155258008,13762
1985,37111,511,12181,172589271,14169
1985,37113,635,5088,60682834,11927
1985,37115,154,2092,24342618,11636
1985,37117,481,7121,121751441,17098
1985,37119,12740,266109,5195769433,19525
1985,37121,286,4345,54710959,12592
1985,37123,426,8762,114082226,13020
1985,37125,1287,16955,222944198,13149
1985,37127,1655,31781,470603587,14808
1985,37129,2842,40143,594680028,14814
1985,37131,283,2799,31172292,11137
1985,37133,1473,17043,188968323,11088
1985,37135,1609,19147,255274188,13332
1985,37137,163,1503,13448920,8948
1985,37139,689,7261,85505645,11776
1985,37141,319,2895,29875347,10320
1985,37143,143,949,8660825,9126
1985,37145,466,8241,122336444,14845
1985,37147,1831,26655,364412059,13671
1985,37149,318,2836,32904977,11603
1985,37151,1580,32742,448957635,13712
1985,37153,763,11905,159715521,13416
1985,37155,1581,25896,319660485,12344
1985,37157,1326,26546,427049324,16087
1985,37159,1584,30953,475969939,15377
1985,37161,976,17983,249753514,13888
1985,37163,842,11060,132349594,11967
1985,37165,563,12609,195920802,15538
1985,37167,930,16542,240504950,14539
1985,37169,342,3396,50078994,14746
1985,37171,1171,25096,334963298,13347
1985,37173,264,3390,32483263,9582
1985,37175,481,7802,164099697,21033
1985,37177,63,399,3190576,7996
1985,37179,1468,23234,338810495,14583
1985,37181,723,14065,186692319,13274
1985,37183,8730,159019,2774060150,17445
1985,37185,262,2497,26273111,10522
1985,37187,217,2056,22019742,10710
1985,37189,911,9099,99338281,10917
1985,37191,1716,25754,335326556,13020
1985,37193,914,19746,284892507,14428
1985,37195,1399,24403,380018349,15573
1985,37197,392,4298,53725960,12500
1985,37199,219,2574,32609984,12669
1985,38001,123,813,10069245,12385
1985,38003,383,2595,30216032,11644
1985,38005,126,1097,15183683,13841
1985,38007,40,394,7369342,18704
1985,38009,281,1588,20303487,12786
1985,38011,160,1058,14089982,13318
1985,38013,111,523,8541838,16332
1985,38015,1944,21434,348595073,16264
1985,38017,3205,41946,692112909,16500
1985,38019,211,1014,11960466,11795
1985,38021,237,1452,16588565,11425
1985,38023,114,587,6101013,10394
1985,38025,110,501,7875406,15719
1985,38027,101,567,5875451,10362
1985,38029,129,681,7384383,10843
1985,38031,180,1006,12365579,12292
1985,38033,103,501,6814916,13603
1985,38035,1706,18963,264891488,13969
1985,38037,93,394,3791503,9623
1985,38039,112,516,5810289,11260
1985,38041,118,527,5633124,10689
1985,38043,82,284,2911101,10250
1985,38045,165,718,7621922,10615
1985,38047,82,370,3270752,8840
1985,38049,165,767,10486258,13672
1985,38051,149,842,7648745,9084
1985,38053,245,2146,39318203,18322
1985,38055,302,2142,38711080,18072
1985,38057,330,4710,126217102,26798
1985,38059,668,5270,76942213,14600
1985,38061,232,1282,15335873,11962
1985,38063,167,859,9325575,10856
1985,38065,39,500,15255326,30511
1985,38067,368,2780,41774984,15027
1985,38069,176,1340,15913788,11876
1985,38071,468,3535,42275126,11959
1985,38073,197,1187,12471482,10507
1985,38075,103,493,6155285,12485
1985,38077,482,4206,61192999,14549
1985,38079,231,2056,25081229,12199
1985,38081,119,1170,21611472,18471
1985,38083,49,178,2077509,11671
1985,38085,35,325,4442806,13670
1985,38087,12,46,632393,13748
1985,38089,949,7737,115568550,14937
1985,38091,76,297,3969352,13365
1985,38093,691,6670,92014363,13795
1985,38095,139,840,9618934,11451
1985,38097,314,2033,25512104,12549
1985,38099,498,3235,37436651,11572
1985,38101,1542,15370,216364875,14077
1985,38103,223,1227,13480443,10987
1985,38105,1093,9388,170620673,18174
1985,39001,298,3150,51488749,16346
1985,39003,2297,43743,852058387,19479
1985,39005,886,12664,210537190,16625
1985,39007,1850,25087,421398999,16798
1985,39009,896,8485,108610290,12800
1985,39011,797,12172,199165898,16363
1985,39013,1385,16833,253696151,15071
1985,39015,417,3860,53453157,13848
1985,39017,4037,69755,1389810770,19924
1985,39019,390,4115,60964622,14815
1985,39021,504,7022,114305934,16278
1985,39023,2294,40864,712799062,17443
1985,39025,1755,23308,401287007,17217
1985,39027,617,10245,160858254,15701
1985,39029,2056,22767,340479430,14955
1985,39031,606,10168,184735366,18168
1985,39033,905,13532,222769199,16462
1985,39035,32692,630551,13424038190,21289
1985,39037,1030,12444,195632300,15721
1985,39039,715,14082,340145230,24155
1985,39041,1005,14231,246563457,17326
1985,39043,1638,28381,542009153,19098
1985,39045,1564,20713,345664668,16688
1985,39047,513,6067,91227652,15037
1985,39049,18421,395483,7396987063,18704
1985,39051,816,12095,206676844,17088
1985,39053,540,7254,121204182,16709
1985,39055,1565,18304,308167710,16836
1985,39057,1653,22010,332572341,15110
1985,39059,784,10487,176743362,16854
1985,39061,19619,425281,8736816220,20544
1985,39063,1340,25545,521146608,20401
1985,39065,481,5912,101148207,17109
1985,39067,297,3268,64955373,19876
1985,39069,541,7836,133302244,17012
1985,39071,612,6408,91214222,14234
1985,39073,401,4142,67469874,16289
1985,39075,534,6586,96453903,14645
1985,39077,1073,17607,295811487,16801
1985,39079,569,7103,104658464,14734
1985,39081,1551,20368,355224204,17440
1985,39083,883,10859,176126395,16219
1985,39085,4386,64566,1234333604,19117
1985,39087,715,6862,99339264,14477
1985,39089,2087,31900,570774060,17893
1985,39091,740,9070,141751493,15629
1985,39093,4101,70600,1484615973,21029
1985,39095,9049,179188,3754896334,20955
1985,39097,503,4288,56839455,13255
1985,39099,5365,80286,1320237726,16444
1985,39101,1214,19855,357388157,18000
1985,39103,2172,25127,385868892,15357
1985,39105,341,3854,85244689,22118
1985,39107,720,9972,156718032,15716
1985,39109,1723,29133,483160025,16585
1985,39111,238,4730,146789548,31034
1985,39113,10670,237778,4920901118,20695
1985,39115,205,3676,76969581,20938
1985,39117,325,3830,54356602,14192
1985,39119,1693,25465,411121043,16145
1985,39121,186,1625,26090109,16055
1985,39123,889,10147,184684496,18201
1985,39125,315,2707,42291608,15623
1985,39127,447,4419,79813920,18062
1985,39129,600,9213,184203918,19994
1985,39131,342,5927,139954481,23613
1985,39133,2106,25485,406751933,15960
1985,39135,577,6316,92750653,14685
1985,39137,606,6459,97167801,15044
1985,39139,2525,47559,927590020,19504
1985,39141,1138,15821,302597645,19126
1985,39143,1215,19595,350335470,17879
1985,39145,1266,14340,208440523,14536
1985,39147,1112,17719,334459655,18876
1985,39149,711,14335,270699558,18884
1985,39151,7266,126380,2304230440,18233
1985,39153,10174,186973,3793500765,20289
1985,39155,3933,77457,1832167807,23654
1985,39157,1869,24220,388452943,16039
1985,39159,546,9862,224757593,22790
1985,39161,542,8957,163098223,18209
1985,39163,156,1487,25310448,17021
1985,39165,1460,19213,254122986,13227
1985,39167,1459,17435,309225972,17736
1985,39169,1870,30246,556889014,18412
1985,39171,760,12809,213966332,16704
1985,39173,1797,28122,506462872,18009
1985,39175,480,6444,94922002,14730
1985,40001,151,2175,28060867,12902
1985,40003,132,903,12941146,14331
1985,40005,160,1574,20289364,12890
1985,40007,127,1047,21248997,20295
1985,40009,541,4829,69806550,14456
1985,40011,249,2206,32595086,14776
1985,40013,507,4963,59349702,11958
1985,40015,482,4499,68637585,15256
1985,40017,909,11483,188225005,16392
1985,40019,1150,14210,266158537,18730
1985,40021,398,4849,50765171,10469
1985,40023,207,2114,24857885,11759
1985,40025,86,451,6239302,13834
1985,40027,2035,22756,324635890,14266
1985,40029,57,713,7500033,10519
1985,40031,1599,21257,305280543,14361
1985,40033,91,840,11243544,13385
1985,40035,253,3026,46499414,15367
1985,40037,978,10638,165179244,15527
1985,40039,689,7512,118451977,15768
1985,40041,327,2929,31724438,10831
1985,40043,129,858,13534980,15775
1985,40045,107,1163,29438129,25312
1985,40047,1535,20069,337566453,16820
1985,40049,580,5730,97114227,16948
1985,40051,744,8415,125614873,14927
1985,40053,126,819,12374553,15109
1985,40055,118,722,8200618,11358
1985,40057,62,458,4948341,10804
1985,40059,106,605,9287429,15351
1985,40061,151,1505,20351518,13523
1985,40063,202,1501,16024900,10676
1985,40065,523,4707,58044443,12332
1985,40067,127,1007,12611541,12524
1985,40069,99,1150,12987266,11293
1985,40071,1094,16457,339839110,20650
1985,40073,387,3799,67212722,17692
1985,40075,228,1695,19315675,11396
1985,40077,98,1006,15063405,14974
1985,40079,433,3649,45782184,12547
1985,40081,391,3446,43665370,12671
1985,40083,378,3408,45023730,13211
1985,40085,95,1057,15066455,14254
1985,40087,322,2450,31484875,12851
1985,40089,436,6171,95055438,15404
1985,40091,236,1703,19458201,11426
1985,40093,194,1451,23678662,16319
1985,40095,182,1856,23588169,12709
1985,40097,491,6152,99220534,16128
1985,40099,208,2267,34780499,15342
1985,40101,1239,17550,298891483,17031
1985,40103,222,2893,50700226,17525
1985,40105,150,1317,17227954,13081
1985,40107,148,1560,18024806,11554
1985,40109,14752,263715,5120208714,19416
1985,40111,585,6470,96538916,14921
1985,40113,433,4919,102829554,20905
1985,40115,544,7898,129332658,16375
1985,40117,250,1955,26962996,13792
1985,40119,1211,13788,181431447,13159
1985,40121,637,7085,98143591,13852
1985,40123,785,8393,121965254,14532
1985,40125,944,12456,192062781,15419
1985,40127,131,915,9401152,10274
1985,40129,84,463,7204886,15561
1985,40131,693,7341,109776827,14954
1985,40133,561,6281,101344664,16135
1985,40135,360,3734,43316759,11601
1985,40137,877,12294,216846433,17638
1985,40139,411,4177,65141144,15595
1985,40141,216,1831,23550877,12862
1985,40143,12493,236950,4871831340,20561
1985,40145,354,2818,37484741,13302
1985,40147,997,19434,472972606,24337
1985,40149,232,1838,25716603,13992
1985,40151,255,1814,22349329,12320
1985,40153,630,5836,100560733,17231
1985,41001,393,2833,38130598,13459
1985,41003,1451,15647,259671161,16596
1985,41005,4837,56146,1014683973,18072
1985,41007,996,9566,161951891,16930
1985,41009,605,6149,119924475,19503
1985,41011,1531,13855,232357499,16771
1985,41013,272,3354,57668067,17194
1985,41015,504,3224,44055591,13665
1985,41017,2005,18604,279985154,15050
1985,41019,2125,23139,409375992,17692
1985,41021,47,252,3404425,13510
1985,41023,211,1344,21145220,15733
1985,41025,205,1487,23427681,15755
1985,41027,459,5454,75941794,13924
1985,41029,3086,35549,567483378,15963
1985,41031,245,2726,44909964,16475
1985,41033,1273,12567,178155008,14176
1985,41035,1318,13934,221072446,15866
1985,41037,185,1435,21688605,15114
1985,41039,6242,74318,1202090400,16175
1985,41041,1137,9140,119731972,13100
1985,41043,1817,22855,433493478,18967
1985,41045,708,7830,95695526,12222
1985,41047,4667,55962,804149915,14370
1985,41049,158,2579,42345042,16419
1985,41051,16852,272427,5222655302,19171
1985,41053,705,6816,104716894,15363
1985,41055,44,284,3633097,12793
1985,41057,538,3849,49835336,12948
1985,41059,1375,15448,212785797,13774
1985,41061,638,5570,82253234,14767
1985,41063,210,1073,15102897,14075
1985,41065,574,5227,65244014,12482
1985,41067,5924,92672,1768800925,19087
1985,41069,0,0,0,
1985,41071,1171,13374,211931437,15847
1985,42001,1271,19957,260936115,13075
1985,42003,26668,540822,10826337765,20018
1985,42005,1179,14352,249661208,17396
1985,42007,2736,43628,854979160,19597
1985,42009,813,8603,109565032,12736
1985,42011,5993,126739,2298358338,18135
1985,42013,2341,38923,576881808,14821
1985,42015,929,14930,255882716,17139
1985,42017,10627,167150,2949674176,17647
1985,42019,2542,36095,642426889,17798
1985,42021,2812,42962,720565720,16772
1985,42023,114,1563,24757232,15840
1985,42025,852,10979,142059394,12939
1985,42027,1882,28808,423709346,14708
1985,42029,7201,120056,2457221193,20467
1985,42031,817,9111,142796430,15673
1985,42033,1558,22885,354147659,15475
1985,42035,595,8331,126630000,15200
1985,42037,1132,19235,276606357,14380
1985,42039,1571,22741,365751358,16083
1985,42041,3282,74199,1280693748,17260
1985,42043,4520,98057,1772543726,18077
1985,42045,10225,160880,3154240980,19606
1985,42047,676,12429,229913699,18498
1985,42049,5004,94441,1708568265,18091
1985,42051,2219,24109,346399504,14368
1985,42053,92,754,10069618,13355
1985,42055,1940,30496,438884513,14392
1985,42057,190,1962,28844882,14702
1985,42059,582,7934,171298302,21590
1985,42061,654,8301,117234104,14123
1985,42063,1518,22384,404402787,18067
1985,42065,930,12095,200998461,16618
1985,42067,324,4300,52603350,12233
1985,42069,4112,75371,1110606572,14735
1985,42071,7215,149795,2520965606,16829
1985,42073,1759,23631,373596709,15810
1985,42075,1804,29970,449897705,15012
1985,42077,5720,124207,2374575831,19118
1985,42079,5830,99912,1499337968,15007
1985,42081,2206,37760,607947700,16100
1985,42083,1032,14048,232226579,16531
1985,42085,2125,33241,579865996,17444
1985,42087,708,12778,196892150,15409
1985,42089,2032,26783,354911797,13251
1985,42091,18690,343482,6882923180,20039
1985,42093,245,8194,159263180,19437
1985,42095,4027,67824,1229379451,18126
1985,42097,1683,24365,365129336,14986
1985,42099,429,3506,35527407,10133
1985,42101,25868,581159,12075616203,20779
1985,42103,495,4048,43993975,10868
1985,42105,334,2994,41002486,13695
1985,42107,2544,39047,530238631,13579
1985,42109,553,9942,132755414,13353
1985,42111,1481,17062,237219650,13903
1985,42113,126,1056,12553114,11887
1985,42115,552,5748,71356648,12414
1985,42117,624,7437,98539439,13250
1985,42119,566,10112,147827406,14619
1985,42121,1079,15579,280593080,18011
1985,42123,859,13160,221882275,16860
1985,42125,3582,48619,885891354,18221
1985,42127,855,8562,111389561,13010
1985,42129,6655,96041,1715490650,17862
1985,42131,403,7152,141054282,19722
1985,42133,5677,121544,2160975838,17779
1985,44001,876,10725,151680735,14143
1985,44003,3525,50005,747289705,14944
1985,44005,2269,27376,447568256,16349
1985,44007,15061,243921,3983488431,16331
1985,44009,2546,28531,457928898,16050
1985,45001,272,5023,78861349,15700
1985,45003,1601,36590,751887781,20549
1985,45005,189,2188,29340743,13410
1985,45007,2269,40198,613406513,15260
1985,45009,259,3075,36579504,11896
1985,45011,298,6513,106201869,16306
1985,45013,2183,24049,329818563,13714
1985,45015,906,14035,237929728,16953
1985,45017,156,3157,67358081,21336
1985,45019,6677,95347,1354362317,14205
1985,45021,666,14332,212996055,14862
1985,45023,458,9270,131572440,14193
1985,45025,578,10237,148839137,14539
1985,45027,431,4872,52140406,10702
1985,45029,622,7348,91276554,12422
1985,45031,958,16213,279519582,17240
1985,45033,473,7181,88884011,12378
1985,45035,981,12235,170696639,13952
1985,45037,275,3998,47459481,11871
1985,45039,326,5291,84094123,15894
1985,45041,2433,36774,561703643,15274
1985,45043,917,11202,179596878,16033
1985,45045,6932,137673,2367792523,17199
1985,45047,1123,21373,328424917,15366
1985,45049,360,3756,58909668,15684
1985,45051,3930,45210,534701571,11827
1985,45053,285,2365,22710334,9603
1985,45055,822,12281,216867790,17659
1985,45057,756,15084,225272392,14935
1985,45059,679,12974,198579952,15306
1985,45061,213,2259,31748677,14054
1985,45063,2611,37207,588276674,15811
1985,45065,121,1213,14001527,11543
1985,45067,538,8929,114091919,12778
1985,45069,381,6464,81057277,12540
1985,45071,543,9294,123320238,13269
1985,45073,815,17716,300844409,16982
1985,45075,1469,21157,287894740,13608
1985,45077,1335,22326,299020421,13393
1985,45079,6158,107195,1724023418,16083
1985,45081,224,2269,25272009,11138
1985,45083,3835,78511,1321290987,16829
1985,45085,1442,23943,318631347,13308
1985,45087,411,8195,113783755,13885
1985,45089,483,7235,89818802,12414
1985,45091,2048,36220,619648225,17108
1985,46003,85,423,4107562,9711
1985,46005,655,5672,71525829,12610
1985,46007,67,372,3840353,10324
1985,46009,191,1109,12012986,10832
1985,46011,640,5861,75855242,12942
1985,46013,1230,12132,162280695,13376
1985,46015,209,1221,12678759,10384
1985,46017,17,121,1289691,10659
1985,46019,257,1503,18394076,12238
1985,46021,44,257,2674370,10406
1985,46023,248,1373,13322344,9703
1985,46025,115,622,6570235,10563
1985,46027,287,1927,17485553,9074
1985,46029,794,7426,94019156,12661
1985,46031,64,316,3118043,9867
1985,46033,165,1074,11674677,10870
1985,46035,666,5883,73210675,12444
1985,46037,201,1379,13791787,10001
1985,46039,126,599,6218898,10382
1985,46041,82,745,8489666,11396
1985,46043,103,560,5797539,10353
1985,46045,110,636,6786061,10670
1985,46047,192,1163,12625642,10856
1985,46049,85,347,3850802,11097
1985,46051,251,2433,34175698,14047
1985,46053,150,829,8418246,10155
1985,46055,83,535,6168402,11530
1985,46057,124,692,7274657,10513
1985,46059,137,772,7458860,9662
1985,46061,58,351,4320210,12308
1985,46063,54,249,3716753,14927
1985,46065,504,4061,48102741,11845
1985,46067,263,1627,16017206,9845
1985,46069,56,357,3483118,9757
1985,46071,60,419,4421625,10553
1985,46073,77,398,3498636,8791
1985,46075,55,257,2763304,10752
1985,46077,208,1275,13605752,10671
1985,46079,295,2480,31557995,12725
1985,46081,595,5634,91680540,16273
1985,46083,336,2230,26249492,11771
1985,46085,79,597,5573061,9335
1985,46087,174,957,10262799,10724
1985,46089,107,549,5026231,9155
1985,46091,141,786,8690570,11057
1985,46093,295,2107,22791458,10817
1985,46095,25,87,768604,8835
1985,46097,99,506,4905752,9695
1985,46099,3698,52983,844369707,15937
1985,46101,159,1115,14194159,12730
1985,46103,2487,25990,360195151,13859
1985,46105,147,923,9341358,10121
1985,46107,147,695,6801769,9787
1985,46109,253,1570,15583695,9926
1985,46111,71,365,4240061,11617
1985,46113,39,988,12145950,12293
1985,46115,195,1079,11131160,10316
1985,46117,62,410,4735900,11551
1985,46119,63,321,3678770,11460
1985,46121,68,982,10986644,11188
1985,46123,218,1352,15457811,11433
1985,46125,212,1059,10595868,10006
1985,46127,250,2034,26326823,12943
1985,46129,273,1553,17102572,11013
1985,46135,617,6400,78954501,12337
1985,46137,19,76,1048404,13795
1985,47001,1117,21372,459679131,21508
1985,47003,483,7791,116922836,15007
1985,47005,228,2456,28119755,11449
1985,47007,89,1111,13310199,11980
1985,47009,1183,17106,314222002,18369
1985,47011,1140,23533,373329110,15864
1985,47013,446,5834,71999848,12341
1985,47015,97,1308,15621998,11943
1985,47017,404,5653,62196320,11002
1985,47019,498,7461,96443247,12926
1985,47021,205,2858,47340915,16564
1985,47023,161,1932,24977108,12928
1985,47025,308,4351,52864334,12150
1985,47027,82,1406,15354318,10921
1985,47029,357,4510,56781213,12590
1985,47031,731,15177,274753315,18103
1985,47033,194,1850,22338210,12075
1985,47035,544,6727,88636567,13176
1985,47037,11895,264592,4805347818,18161
1985,47039,167,2584,29337827,11354
1985,47041,201,3369,37336994,11083
1985,47043,482,5766,80054679,13884
1985,47045,645,9606,151597127,15782
1985,47047,231,3298,45259862,13723
1985,47049,213,2922,27786811,9510
1985,47051,447,5244,66419689,12666
1985,47053,799,12712,188197158,14805
1985,47055,385,6226,89079375,14308
1985,47057,118,1383,15016569,10858
1985,47059,810,17464,240378659,13764
1985,47061,114,1282,11746986,9163
1985,47063,940,21144,325884716,15413
1985,47065,5737,112183,1869035428,16661
1985,47067,36,309,3097380,10024
1985,47069,317,4129,52426521,12697
1985,47071,351,4390,58905465,13418
1985,47073,350,6059,102730984,16955
1985,47075,285,4043,51483458,12734
1985,47077,313,4464,53612500,12010
1985,47079,485,7648,110360714,14430
1985,47081,166,2058,26420959,12838
1985,47083,85,905,11458400,12661
1985,47085,249,3972,81436242,20503
1985,47087,84,1083,11999917,11080
1985,47089,396,6101,84450212,13842
1985,47091,164,2542,29312454,11531
1985,47093,6955,115263,1817617538,15769
1985,47095,113,928,9015094,9715
1985,47097,292,6341,85968016,13557
1985,47099,541,8205,123781396,15086
1985,47101,130,2108,27965715,13266
1985,47103,419,5285,67914281,12850
1985,47105,414,7133,105662694,14813
1985,47107,607,13322,225200925,16904
1985,47109,309,4433,58562829,13211
1985,47111,189,3071,35004006,11398
1985,47113,1596,26377,414302384,15707
1985,47115,272,4160,67411909,16205
1985,47117,331,7428,113623956,15297
1985,47119,985,14178,233385684,16461
1985,47121,49,971,14391240,14821
1985,47123,404,5515,61343503,11123
1985,47125,1224,15630,221106706,14146
1985,47127,34,989,18660392,18868
1985,47129,116,1556,18783909,12072
1985,47131,584,12081,228805589,18939
1985,47133,232,2689,27659899,10286
1985,47135,83,1673,18591977,11113
1985,47137,54,966,9222047,9547
1985,47139,133,2574,43138354,16759
1985,47141,1013,15373,214107019,13927
1985,47143,293,5777,78851761,13649
1985,47145,553,14985,330611381,22063
1985,47147,472,5952,79006535,13274
1985,47149,1438,28569,530340485,18563
1985,47151,261,3873,51751191,13362
1985,47153,102,1181,12668501,10727
1985,47155,1220,13501,144330436,10690
1985,47157,14780,289292,5314767131,18372
1985,47159,194,2952,39612679,13419
1985,47161,87,975,9707437,9956
1985,47163,2440,55160,1099701387,19937
1985,47165,1385,17744,265084964,14939
1985,47167,392,4538,58289431,12845
1985,47169,79,1347,14082577,10455
1985,47171,197,2721,39916739,14670
1985,47173,97,739,8695087,11766
1985,47175,26,828,10723427,12951
1985,47177,532,7959,110403759,13872
1985,47179,1666,28245,407183619,14416
1985,47181,180,2751,30342015,11029
1985,47183,457,6194,71814142,11594
1985,47185,275,5159,65430740,12683
1985,47187,1460,16111,263914272,16381
1985,47189,827,12420,185243412,14915
1985,48001,815,9162,139690285,15247
1985,48003,370,5494,120888324,22004
1985,48005,1428,22654,377023001,16643
1985,48007,576,4347,69827925,16063
1985,48009,191,1508,25297437,16775
1985,48011,38,280,3946645,14095
1985,48013,455,4638,70104361,15115
1985,48015,625,4996,79044172,15821
1985,48017,207,1522,20941948,13759
1985,48019,160,973,12022414,12356
1985,48021,433,3672,46931406,12781
1985,48023,172,1096,13927353,12707
1985,48025,562,5150,74016002,14372
1985,48027,2526,42071,634598113,15084
1985,48029,18709,353384,5798296256,16408
1985,48031,135,1213,16839143,13882
1985,48035,264,2532,33432758,13204
1985,48037,1642,21465,325219074,15151
1985,48039,2624,48151,1119376288,23247
1985,48041,2146,28662,427920285,14930
1985,48043,225,1603,17324109,10807
1985,48045,55,226,2858920,12650
1985,48047,161,1320,18043179,13669
1985,48049,776,9970,154552151,15502
1985,48051,292,2421,35403929,14624
1985,48053,518,4891,67049285,13709
1985,48055,459,4524,63950988,14136
1985,48057,417,7191,169413126,23559
1985,48059,168,990,13086043,13218
1985,48061,3878,51033,644548018,12630
1985,48063,204,2400,31521255,13134
1985,48065,135,3699,95795436,25898
1985,48067,491,5539,95896603,17313
1985,48069,224,1814,25102253,13838
1985,48071,309,5442,130632894,24005
1985,48073,692,9793,133843541,13667
1985,48075,180,1163,13672010,11756
1985,48077,150,962,13787651,14332
1985,48079,86,648,9181091,14168
1985,48081,74,607,11090192,18270
1985,48083,252,2003,24514336,12239
1985,48085,3166,44425,848502378,19100
1985,48087,89,633,7169936,11327
1985,48089,508,4817,71782435,14902
1985,48091,1061,12691,175839234,13855
1985,48093,288,2466,28919093,11727
1985,48095,56,319,3591346,11258
1985,48097,705,7581,116420722,15357
1985,48099,449,3771,40956134,10861
1985,48101,102,591,9189035,15548
1985,48103,156,1666,37314908,22398
1985,48105,162,1209,25065006,20732
1985,48107,164,1291,18742930,14518
1985,48109,87,1139,23744776,20847
1985,48111,270,1807,26570105,14704
1985,48113,46806,1060827,24033485825,22655
1985,48115,409,3207,49201785,15342
1985,48117,478,5154,74960026,14544
1985,48119,62,399,3283615,8230
1985,48121,2807,41432,700473831,16907
1985,48123,458,4324,53636070,12404
1985,48125,57,372,4537331,12197
1985,48127,177,1813,22578172,12453
1985,48129,93,472,6409506,13579
1985,48131,196,2185,37081397,16971
1985,48133,495,4485,59972963,13372
1985,48135,3144,45638,925165491,20272
1985,48137,39,186,2540045,13656
1985,48139,1153,17023,284942911,16739
1985,48141,7649,137404,2004956064,14592
1985,48143,543,6237,82416701,13214
1985,48145,269,2631,30044040,11419
1985,48147,395,3844,52958397,13777
1985,48149,628,6064,83375548,13749
1985,48151,107,843,14246675,16900
1985,48153,200,1392,17205935,12361
1985,48155,57,367,3547672,9667
1985,48157,2051,29980,642308722,21425
1985,48159,109,884,9954968,11261
1985,48161,298,3655,67390480,18438
1985,48163,266,2059,24314828,11809
1985,48165,335,3059,54337230,17763
1985,48167,3165,47944,931323236,19425
1985,48169,151,1234,19286667,15629
1985,48171,472,4036,45109762,11177
1985,48173,26,295,5745003,19475
1985,48175,102,687,10470885,15241
1985,48177,426,4437,53146193,11978
1985,48179,852,8865,169077284,19072
1985,48181,1930,30615,549713935,17956
1985,48183,3228,42813,743792590,17373
1985,48185,305,3059,49860256,16300
1985,48187,901,11523,173580858,15064
1985,48189,855,9765,136008936,13928
1985,48191,139,936,10592924,11317
1985,48193,200,1482,17763740,11986
1985,48195,197,1427,27815710,19492
1985,48197,168,1465,22987000,15691
1985,48199,529,6535,96687712,14795
1985,48201,56205,1199547,27993676527,23337
1985,48203,939,16217,326946433,20161
1985,48205,42,231,3506099,15178
1985,48207,194,1163,14037667,12070
1985,48209,948,11299,152178917,13468
1985,48211,178,1260,25801602,20477
1985,48213,785,8701,131598446,15125
1985,48215,4718,69861,829992991,11881
1985,48217,488,4691,63909101,13624
1985,48219,514,6496,124200610,19120
1985,48221,433,3419,49065079,14351
1985,48223,518,7067,106054909,15007
1985,48225,615,5524,95235920,17240
1985,48227,840,9170,158437288,17278
1985,48229,47,368,5323188,14465
