fips,year,new_fips
48379,1986,48379
48381,1986,48381
48383,1986,48383
48385,1986,48385
48387,1986,48387
48389,1986,48389
48391,1986,48391
48393,1986,48393
48395,1986,48395
48397,1986,48397
48399,1986,48399
48401,1986,48401
48403,1986,48403
48405,1986,48405
48407,1986,48407
48409,1986,48409
48411,1986,48411
48413,1986,48413
48415,1986,48415
48417,1986,48417
48419,1986,48419
48421,1986,48421
48423,1986,48423
48425,1986,48425
48427,1986,48427
48429,1986,48429
48431,1986,48431
48433,1986,48433
48435,1986,48435
48437,1986,48437
48439,1986,48439
48441,1986,48441
48443,1986,48443
48445,1986,48445
48447,1986,48447
48449,1986,48449
48451,1986,48451
48453,1986,48453
48455,1986,48455
48457,1986,48457
48459,1986,48459
48461,1986,48461
48463,1986,48463
48465,1986,48465
48467,1986,48467
48469,1986,48469
48471,1986,48471
48473,1986,48473
48475,1986,48475
48477,1986,48477
48479,1986,48479
48481,1986,48481
48483,1986,48483
48485,1986,48485
48487,1986,48487
48489,1986,48489
48491,1986,48491
48493,1986,48493
48495,1986,48495
48497,1986,48497
48499,1986,48499
48501,1986,48501
48503,1986,48503
48505,1986,48505
48507,1986,48507
49001,1986,49001
49003,1986,49003
49005,1986,49005
49007,1986,49007
49009,1986,49009
49011,1986,49011
49013,1986,49013
49015,1986,49015
49017,1986,49017
49019,1986,49019
49021,1986,49021
49023,1986,49023
49025,1986,49025
49027,1986,49027
49029,1986,49029
49031,1986,49031
49033,1986,49033
49035,1986,49035
49037,1986,49037
49039,1986,49039
49041,1986,49041
49043,1986,49043
49045,1986,49045
49047,1986,49047
49049,1986,49049
49051,1986,49051
49053,1986,49053
49055,1986,49055
49057,1986,49057
50001,1986,50001
50003,1986,50003
50005,1986,50005
50007,1986,50007
50009,1986,50009
50011,1986,50011
50013,1986,50013
50015,1986,50015
50017,1986,50017
50019,1986,50019
50021,1986,50021
50023,1986,50023
50025,1986,50025
50027,1986,50027
51001,1986,51001
51003,1986,51003
51005,1986,51005
51007,1986,51007
51009,1986,51009
51011,1986,51011
51013,1986,51013
51015,1986,51015
51017,1986,51017
51019,1986,51019
51021,1986,51021
51023,1986,51023
51025,1986,51025
51027,1986,51027
51029,1986,51029
51031,1986,51031
51033,1986,51033
51035,1986,51035
51036,1986,51036
51037,1986,51037
51041,1986,51041
51043,1986,51043
51045,1986,51045
51047,1986,51047
51049,1986,51049
51051,1986,51051
51053,1986,51053
51057,1986,51057
51059,1986,51059
51061,1986,51061
51063,1986,51063
51065,1986,51065
51067,1986,51067
51069,1986,51069
51071,1986,51071
51073,1986,51073
51075,1986,51075
51077,1986,51077
51079,1986,51079
51081,1986,51081
51083,1986,51083
51085,1986,51085
51087,1986,51087
51089,1986,51089
51091,1986,51091
51093,1986,51093
51095,1986,51095
51097,1986,51097
51099,1986,51099
51101,1986,51101
51103,1986,51103
51105,1986,51105
51107,1986,51107
51109,1986,51109
51111,1986,51111
51113,1986,51113
51115,1986,51115
51117,1986,51117
51119,1986,51119
51121,1986,51121
51125,1986,51125
51127,1986,51127
51131,1986,51131
51133,1986,51133
51135,1986,51135
51137,1986,51137
51139,1986,51139
51141,1986,51141
51143,1986,51143
51145,1986,51145
51147,1986,51147
51149,1986,51149
51153,1986,51153
51155,1986,51155
51157,1986,51157
51159,1986,51159
51161,1986,51161
51163,1986,51163
51165,1986,51165
51167,1986,51167
51169,1986,51169
51171,1986,51171
51173,1986,51173
51175,1986,51175
51177,1986,51177
51179,1986,51179
51181,1986,51181
51183,1986,51183
51185,1986,51185
51187,1986,51187
51191,1986,51191
51193,1986,51193
51195,1986,51195
51197,1986,51197
51199,1986,51199
51510,1986,51059
51515,1986,51019
51520,1986,51191
51530,1986,51163
51540,1986,51003
51550,1986,51710
51560,1986,51005
51570,1986,51053
51580,1986,51005
51590,1986,51143
51595,1986,51081
51600,1986,51059
51610,1986,51059
51620,1986,51175
51630,1986,51177
51640,1986,51035
51650,1986,51199
51660,1986,51165
51670,1986,51149
51678,1986,51163
51680,1986,51031
51683,1986,51153
51685,1986,51153
51690,1986,51089
51700,1986,51199
51710,1986,51710
51720,1986,51195
51730,1986,51053
51735,1986,51199
51740,1986,51710
51750,1986,51121
51760,1986,51087
51770,1986,51161
51775,1986,51161
51780,1986,51083
51790,1986,51015
51800,1986,51800
51810,1986,51810
51820,1986,51015
51830,1986,51095
51840,1986,51069
53001,1986,53001
53003,1986,53003
53005,1986,53005
53007,1986,53007
53009,1986,53009
53011,1986,53011
53013,1986,53013
53015,1986,53015
53017,1986,53017
53019,1986,53019
53021,1986,53021
53023,1986,53023
53025,1986,53025
53027,1986,53027
53029,1986,53029
53031,1986,53031
53033,1986,53033
53035,1986,53035
53037,1986,53037
53039,1986,53039
53041,1986,53041
53043,1986,53043
53045,1986,53045
53047,1986,53047
53049,1986,53049
53051,1986,53051
53053,1986,53053
53055,1986,53055
53057,1986,53057
53059,1986,53059
53061,1986,53061
53063,1986,53063
53065,1986,53065
53067,1986,53067
53069,1986,53069
53071,1986,53071
53073,1986,53073
53075,1986,53075
53077,1986,53077
54001,1986,54001
54003,1986,54003
54005,1986,54005
54007,1986,54007
54009,1986,54009
54011,1986,54011
54013,1986,54013
54015,1986,54015
54017,1986,54017
54019,1986,54019
54021,1986,54021
54023,1986,54023
54025,1986,54025
54027,1986,54027
54029,1986,54029
54031,1986,54031
54033,1986,54033
54035,1986,54035
54037,1986,54037
54039,1986,54039
54041,1986,54041
54043,1986,54043
54045,1986,54045
54047,1986,54047
54049,1986,54049
54051,1986,54051
54053,1986,54053
54055,1986,54055
54057,1986,54057
54059,1986,54059
54061,1986,54061
54063,1986,54063
54065,1986,54065
54067,1986,54067
54069,1986,54069
54071,1986,54071
54073,1986,54073
54075,1986,54075
54077,1986,54077
54079,1986,54079
54081,1986,54081
54083,1986,54083
54085,1986,54085
54087,1986,54087
54089,1986,54089
54091,1986,54091
54093,1986,54093
54095,1986,54095
54097,1986,54097
54099,1986,54099
54101,1986,54101
54103,1986,54103
54105,1986,54105
54107,1986,54107
54109,1986,54109
55001,1986,55001
55003,1986,55003
55005,1986,55005
55007,1986,55007
55009,1986,55009
55011,1986,55011
55013,1986,55013
55015,1986,55015
55017,1986,55017
55019,1986,55019
55021,1986,55021
55023,1986,55023
55025,1986,55025
55027,1986,55027
55029,1986,55029
55031,1986,55031
55033,1986,55033
55035,1986,55035
55037,1986,55037
55039,1986,55039
55041,1986,55041
55043,1986,55043
55045,1986,55045
55047,1986,55047
55049,1986,55049
55051,1986,55051
55053,1986,55053
55055,1986,55055
55057,1986,55057
55059,1986,55059
55061,1986,55061
55063,1986,55063
55065,1986,55065
55067,1986,55067
55069,1986,55069
55071,1986,55071
55073,1986,55073
55075,1986,55075
55077,1986,55077
55078,1986,55115
55079,1986,55079
55081,1986,55081
55083,1986,55083
55085,1986,55085
55087,1986,55087
55089,1986,55089
55091,1986,55091
55093,1986,55093
55095,1986,55095
55097,1986,55097
55099,1986,55099
55101,1986,55101
55103,1986,55103
55105,1986,55105
55107,1986,55107
55109,1986,55109
55111,1986,55111
55113,1986,55113
55115,1986,55115
55117,1986,55117
55119,1986,55119
55121,1986,55121
55123,1986,55123
55125,1986,55125
55127,1986,55127
55129,1986,55129
55131,1986,55131
55133,1986,55133
55135,1986,55135
55137,1986,55137
55139,1986,55139
55141,1986,55141
56001,1986,56001
56003,1986,56003
56005,1986,56005
56007,1986,56007
56009,1986,56009
56011,1986,56011
56013,1986,56013
56015,1986,56015
56017,1986,56017
56019,1986,56019
56021,1986,56021
56023,1986,56023
56025,1986,56025
56027,1986,56027
56029,1986,56029
56031,1986,56031
56033,1986,56033
56035,1986,56035
56037,1986,56037
56039,1986,56039
56041,1986,56041
56043,1986,56043
56045,1986,56045
01001,1987,01001
01003,1987,01003
01005,1987,01005
01007,1987,01007
01009,1987,01009
01011,1987,01011
01013,1987,01013
01015,1987,01015
01017,1987,01017
01019,1987,01019
01021,1987,01021
01023,1987,01023
01025,1987,01025
01027,1987,01027
01029,1987,01029
01031,1987,01031
01033,1987,01033
01035,1987,01035
01037,1987,01037
01039,1987,01039
01041,1987,01041
01043,1987,01043
01045,1987,01045
01047,1987,01047
01049,1987,01049
01051,1987,01051
01053,1987,01053
01055,1987,01055
01057,1987,01057
01059,1987,01059
01061,1987,01061
01063,1987,01063
01065,1987,01065
01067,1987,01067
01069,1987,01069
01071,1987,01071
01073,1987,01073
01075,1987,01075
01077,1987,01077
01079,1987,01079
01081,1987,01081
01083,1987,01083
01085,1987,01085
01087,1987,01087
01089,1987,01089
01091,1987,01091
01093,1987,01093
01095,1987,01095
01097,1987,01097
01099,1987,01099
01101,1987,01101
01103,1987,01103
01105,1987,01105
01107,1987,01107
01109,1987,01109
01111,1987,01111
01113,1987,01113
01115,1987,01115
01117,1987,01117
01119,1987,01119
01121,1987,01121
01123,1987,01123
01125,1987,01125
01127,1987,01127
01129,1987,01129
01131,1987,01131
01133,1987,01133
04001,1987,04001
04003,1987,04003
04005,1987,04005
04007,1987,04007
04009,1987,04009
04011,1987,04011
04012,1987,04012
04013,1987,04013
04015,1987,04015
04017,1987,04017
04019,1987,04019
04021,1987,04021
04023,1987,04023
04025,1987,04025
04027,1987,04027
05001,1987,05001
05003,1987,05003
05005,1987,05005
05007,1987,05007
05009,1987,05009
05011,1987,05011
05013,1987,05013
05015,1987,05015
05017,1987,05017
05019,1987,05019
05021,1987,05021
05023,1987,05023
05025,1987,05025
05027,1987,05027
05029,1987,05029
05031,1987,05031
05033,1987,05033
05035,1987,05035
05037,1987,05037
05039,1987,05039
05041,1987,05041
05043,1987,05043
05045,1987,05045
05047,1987,05047
05049,1987,05049
05051,1987,05051
05053,1987,05053
05055,1987,05055
05057,1987,05057
05059,1987,05059
05061,1987,05061
05063,1987,05063
05065,1987,05065
05067,1987,05067
05069,1987,05069
05071,1987,05071
05073,1987,05073
05075,1987,05075
05077,1987,05077
05079,1987,05079
05081,1987,05081
05083,1987,05083
05085,1987,05085
05087,1987,05087
05089,1987,05089
05091,1987,05091
05093,1987,05093
05095,1987,05095
05097,1987,05097
05099,1987,05099
05101,1987,05101
05103,1987,05103
05105,1987,05105
05107,1987,05107
05109,1987,05109
05111,1987,05111
05113,1987,05113
05115,1987,05115
05117,1987,05117
05119,1987,05119
05121,1987,05121
05123,1987,05123
05125,1987,05125
05127,1987,05127
05129,1987,05129
05131,1987,05131
05133,1987,05133
05135,1987,05135
05137,1987,05137
05139,1987,05139
05141,1987,05141
05143,1987,05143
05145,1987,05145
05147,1987,05147
05149,1987,05149
06001,1987,06001
06003,1987,06003
06005,1987,06005
06007,1987,06007
06009,1987,06009
06011,1987,06011
06013,1987,06013
06015,1987,06015
06017,1987,06017
06019,1987,06019
06021,1987,06021
06023,1987,06023
06025,1987,06025
06027,1987,06027
06029,1987,06029
06031,1987,06031
06033,1987,06033
06035,1987,06035
06037,1987,06037
06039,1987,06039
06041,1987,06041
06043,1987,06043
06045,1987,06045
06047,1987,06047
06049,1987,06049
06051,1987,06051
06053,1987,06053
06055,1987,06055
06057,1987,06057
06059,1987,06059
06061,1987,06061
06063,1987,06063
06065,1987,06065
06067,1987,06067
06069,1987,06069
06071,1987,06071
06073,1987,06073
06075,1987,06075
06077,1987,06077
06079,1987,06079
06081,1987,06081
06083,1987,06083
06085,1987,06085
06087,1987,06087
06089,1987,06089
06091,1987,06091
06093,1987,06093
06095,1987,06095
06097,1987,06097
06099,1987,06099
06101,1987,06101
06103,1987,06103
06105,1987,06105
06107,1987,06107
06109,1987,06109
06111,1987,06111
06113,1987,06113
06115,1987,06115
08001,1987,08031
08003,1987,08003
08005,1987,08005
08007,1987,08007
08009,1987,08009
08011,1987,08011
08013,1987,08031
08015,1987,08015
08017,1987,08017
08019,1987,08019
08021,1987,08021
08023,1987,08023
08025,1987,08025
08027,1987,08027
08029,1987,08029
08031,1987,08031
08033,1987,08033
08035,1987,08035
08037,1987,08037
08039,1987,08039
08041,1987,08041
08043,1987,08043
08045,1987,08045
08047,1987,08047
08049,1987,08049
08051,1987,08051
08053,1987,08053
08055,1987,08055
08057,1987,08057
08059,1987,08031
08061,1987,08061
08063,1987,08063
08065,1987,08065
08067,1987,08067
08069,1987,08069
08071,1987,08071
08073,1987,08073
08075,1987,08075
08077,1987,08077
08079,1987,08079
08081,1987,08081
08083,1987,08083
08085,1987,08085
08087,1987,08087
08089,1987,08089
08091,1987,08091
08093,1987,08093
08095,1987,08095
08097,1987,08097
08099,1987,08099
08101,1987,08101
08103,1987,08103
08105,1987,08105
08107,1987,08107
08109,1987,08109
08111,1987,08111
08113,1987,08113
08115,1987,08115
08117,1987,08117
08119,1987,08119
08121,1987,08121
08123,1987,08031
08125,1987,08125
09001,1987,09001
09003,1987,09003
09005,1987,09005
09007,1987,09007
09009,1987,09009
09011,1987,09011
09013,1987,09013
09015,1987,09015
10001,1987,10001
10003,1987,10003
10005,1987,10005
11001,1987,11001
12001,1987,12001
12003,1987,12003
12005,1987,12005
12007,1987,12007
12009,1987,12009
12011,1987,12011
12013,1987,12013
12015,1987,12015
12017,1987,12017
12019,1987,12019
12021,1987,12021
12023,1987,12023
12025,1987,12086
12027,1987,12027
12029,1987,12029
12031,1987,12031
12033,1987,12033
12035,1987,12035
12037,1987,12037
12039,1987,12039
12041,1987,12041
12043,1987,12043
12045,1987,12045
12047,1987,12047
12049,1987,12049
12051,1987,12051
12053,1987,12053
12055,1987,12055
12057,1987,12057
12059,1987,12059
12061,1987,12061
12063,1987,12063
12065,1987,12065
12067,1987,12067
12069,1987,12069
12071,1987,12071
12073,1987,12073
12075,1987,12075
12077,1987,12077
12079,1987,12079
12081,1987,12081
12083,1987,12083
12085,1987,12085
12087,1987,12087
12089,1987,12089
12091,1987,12091
12093,1987,12093
12095,1987,12095
12097,1987,12097
12099,1987,12099
12101,1987,12101
12103,1987,12103
12105,1987,12105
12107,1987,12107
12109,1987,12109
12111,1987,12111
12113,1987,12113
12115,1987,12115
12117,1987,12117
12119,1987,12119
12121,1987,12121
12123,1987,12123
12125,1987,12125
12127,1987,12127
12129,1987,12129
12131,1987,12131
12133,1987,12133
13001,1987,13001
13003,1987,13003
13005,1987,13005
13007,1987,13007
13009,1987,13009
13011,1987,13011
13013,1987,13013
13015,1987,13015
13017,1987,13017
13019,1987,13019
13021,1987,13021
13023,1987,13023
13025,1987,13025
13027,1987,13027
13029,1987,13029
13031,1987,13031
13033,1987,13033
13035,1987,13035
13037,1987,13037
13039,1987,13039
13043,1987,13043
13045,1987,13045
13047,1987,13047
13049,1987,13049
13051,1987,13051
13053,1987,13053
13055,1987,13055
13057,1987,13057
13059,1987,13059
13061,1987,13061
13063,1987,13063
13065,1987,13065
13067,1987,13067
13069,1987,13069
13071,1987,13071
13073,1987,13073
13075,1987,13075
13077,1987,13077
13079,1987,13079
13081,1987,13081
13083,1987,13083
13085,1987,13085
13087,1987,13087
13089,1987,13089
13091,1987,13091
13093,1987,13093
13095,1987,13095
13097,1987,13097
13099,1987,13099
13101,1987,13101
13103,1987,13103
13105,1987,13105
13107,1987,13107
13109,1987,13109
13111,1987,13111
13113,1987,13113
13115,1987,13115
13117,1987,13117
13119,1987,13119
13121,1987,13121
13123,1987,13123
13125,1987,13125
13127,1987,13127
13129,1987,13129
13131,1987,13131
13133,1987,13133
13135,1987,13135
13137,1987,13137
13139,1987,13139
13141,1987,13141
13143,1987,13143
13145,1987,13145
13147,1987,13147
13149,1987,13149
13151,1987,13151
13153,1987,13153
13155,1987,13155
13157,1987,13157
13159,1987,13159
13161,1987,13161
13163,1987,13163
13165,1987,13165
13167,1987,13167
13169,1987,13169
13171,1987,13171
13173,1987,13173
13175,1987,13175
13177,1987,13177
13179,1987,13179
13181,1987,13181
13183,1987,13183
13185,1987,13185
13187,1987,13187
13189,1987,13189
13191,1987,13191
13193,1987,13193
13195,1987,13195
13197,1987,13197
13199,1987,13199
13201,1987,13201
13205,1987,13205
13207,1987,13207
13209,1987,13209
13211,1987,13211
13213,1987,13213
13215,1987,13215
13217,1987,13217
13219,1987,13219
13221,1987,13221
13223,1987,13223
13225,1987,13225
13227,1987,13227
13229,1987,13229
13231,1987,13231
13233,1987,13233
13235,1987,13235
13237,1987,13237
13239,1987,13239
13241,1987,13241
13243,1987,13243
13245,1987,13245
13247,1987,13247
13249,1987,13249
13251,1987,13251
13253,1987,13253
13255,1987,13255
13257,1987,13257
13259,1987,13259
13261,1987,13261
13263,1987,13263
13265,1987,13265
13267,1987,13267
13269,1987,13269
13271,1987,13271
13273,1987,13273
13275,1987,13275
13277,1987,13277
13279,1987,13279
13281,1987,13281
13283,1987,13283
13285,1987,13285
13287,1987,13287
13289,1987,13289
13291,1987,13291
13293,1987,13293
13295,1987,13295
13297,1987,13297
13299,1987,13299
13301,1987,13301
13303,1987,13303
13305,1987,13305
13307,1987,13307
13309,1987,13309
13311,1987,13311
13313,1987,13313
13315,1987,13315
13317,1987,13317
13319,1987,13319
13321,1987,13321
16001,1987,16001
16003,1987,16003
16005,1987,16005
16007,1987,16007
16009,1987,16009
16011,1987,16011
16013,1987,16013
16015,1987,16015
16017,1987,16017
16019,1987,16019
16021,1987,16021
16023,1987,16023
16025,1987,16025
16027,1987,16027
16029,1987,16029
16031,1987,16031
16033,1987,16033
16035,1987,16035
16037,1987,16037
16039,1987,16039
16041,1987,16041
16043,1987,16043
16045,1987,16045
16047,1987,16047
16049,1987,16049
16051,1987,16051
16053,1987,16053
16055,1987,16055
16057,1987,16057
16059,1987,16059
16061,1987,16061
16063,1987,16063
16065,1987,16065
16067,1987,16067
16069,1987,16069
16071,1987,16071
16073,1987,16073
16075,1987,16075
16077,1987,16077
16079,1987,16079
16081,1987,16081
16083,1987,16083
16085,1987,16085
16087,1987,16087
17001,1987,17001
17003,1987,17003
17005,1987,17005
17007,1987,17007
17009,1987,17009
17011,1987,17011
17013,1987,17013
17015,1987,17015
17017,1987,17017
17019,1987,17019
17021,1987,17021
17023,1987,17023
17025,1987,17025
17027,1987,17027
17029,1987,17029
17031,1987,17031
17033,1987,17033
17035,1987,17035
17037,1987,17037
17039,1987,17039
17041,1987,17041
17043,1987,17043
17045,1987,17045
17047,1987,17047
17049,1987,17049
17051,1987,17051
17053,1987,17053
17055,1987,17055
17057,1987,17057
17059,1987,17059
17061,1987,17061
17063,1987,17063
17065,1987,17065
17067,1987,17067
17069,1987,17069
17071,1987,17071
17073,1987,17073
17075,1987,17075
17077,1987,17077
17079,1987,17079
17081,1987,17081
17083,1987,17083
17085,1987,17085
17087,1987,17087
17089,1987,17089
17091,1987,17091
17093,1987,17093
17095,1987,17095
17097,1987,17097
17099,1987,17099
17101,1987,17101
17103,1987,17103
17105,1987,17105
17107,1987,17107
17109,1987,17109
17111,1987,17111
17113,1987,17113
17115,1987,17115
17117,1987,17117
17119,1987,17119
17121,1987,17121
17123,1987,17123
17125,1987,17125
17127,1987,17127
17129,1987,17129
17131,1987,17131
17133,1987,17133
17135,1987,17135
17137,1987,17137
17139,1987,17139
17141,1987,17141
17143,1987,17143
17145,1987,17145
17147,1987,17147
17149,1987,17149
17151,1987,17151
17153,1987,17153
17155,1987,17155
17157,1987,17157
17159,1987,17159
17161,1987,17161
17163,1987,17163
17165,1987,17165
17167,1987,17167
17169,1987,17169
17171,1987,17171
17173,1987,17173
17175,1987,17175
17177,1987,17177
17179,1987,17179
17181,1987,17181
17183,1987,17183
17185,1987,17185
17187,1987,17187
17189,1987,17189
17191,1987,17191
17193,1987,17193
17195,1987,17195
17197,1987,17197
17199,1987,17199
17201,1987,17201
17203,1987,17203
18001,1987,18001
18003,1987,18003
18005,1987,18005
18007,1987,18007
18009,1987,18009
18011,1987,18011
18013,1987,18013
18015,1987,18015
18017,1987,18017
18019,1987,18019
18021,1987,18021
18023,1987,18023
18025,1987,18025
18027,1987,18027
18029,1987,18029
18031,1987,18031
18033,1987,18033
18035,1987,18035
18037,1987,18037
18039,1987,18039
18041,1987,18041
18043,1987,18043
18045,1987,18045
18047,1987,18047
18049,1987,18049
18051,1987,18051
18053,1987,18053
18055,1987,18055
18057,1987,18057
18059,1987,18059
18061,1987,18061
18063,1987,18063
18065,1987,18065
18067,1987,18067
18069,1987,18069
18071,1987,18071
18073,1987,18073
18075,1987,18075
18077,1987,18077
18079,1987,18079
18081,1987,18081
18083,1987,18083
18085,1987,18085
18087,1987,18087
18089,1987,18089
18091,1987,18091
18093,1987,18093
18095,1987,18095
18097,1987,18097
18099,1987,18099
18101,1987,18101
18103,1987,18103
18105,1987,18105
18107,1987,18107
18109,1987,18109
18111,1987,18111
18113,1987,18113
18115,1987,18115
18117,1987,18117
18119,1987,18119
18121,1987,18121
18123,1987,18123
18125,1987,18125
18127,1987,18127
18129,1987,18129
18131,1987,18131
18133,1987,18133
18135,1987,18135
18137,1987,18137
18139,1987,18139
18141,1987,18141
18143,1987,18143
18145,1987,18145
18147,1987,18147
18149,1987,18149
18151,1987,18151
18153,1987,18153
18155,1987,18155
18157,1987,18157
18159,1987,18159
18161,1987,18161
18163,1987,18163
18165,1987,18165
18167,1987,18167
18169,1987,18169
18171,1987,18171
18173,1987,18173
18175,1987,18175
18177,1987,18177
18179,1987,18179
18181,1987,18181
18183,1987,18183
19001,1987,19001
19003,1987,19003
19005,1987,19005
19007,1987,19007
19009,1987,19009
19011,1987,19011
19013,1987,19013
19015,1987,19015
19017,1987,19017
19019,1987,19019
19021,1987,19021
19023,1987,19023
19025,1987,19025
19027,1987,19027
19029,1987,19029
19031,1987,19031
19033,1987,19033
19035,1987,19035
19037,1987,19037
19039,1987,19039
19041,1987,19041
19043,1987,19043
19045,1987,19045
19047,1987,19047
19049,1987,19049
19051,1987,19051
19053,1987,19053
19055,1987,19055
19057,1987,19057
19059,1987,19059
19061,1987,19061
19063,1987,19063
19065,1987,19065
19067,1987,19067
19069,1987,19069
19071,1987,19071
19073,1987,19073
19075,1987,19075
19077,1987,19077
19079,1987,19079
19081,1987,19081
19083,1987,19083
19085,1987,19085
19087,1987,19087
19089,1987,19089
19091,1987,19091
19093,1987,19093
19095,1987,19095
19097,1987,19097
19099,1987,19099
19101,1987,19101
19103,1987,19103
19105,1987,19105
19107,1987,19107
19109,1987,19109
19111,1987,19111
19113,1987,19113
19115,1987,19115
19117,1987,19117
19119,1987,19119
19121,1987,19121
19123,1987,19123
19125,1987,19125
19127,1987,19127
19129,1987,19129
19131,1987,19131
19133,1987,19133
19135,1987,19135
19137,1987,19137
19139,1987,19139
19141,1987,19141
19143,1987,19143
19145,1987,19145
19147,1987,19147
19149,1987,19149
19151,1987,19151
19153,1987,19153
19155,1987,19155
19157,1987,19157
19159,1987,19159
19161,1987,19161
19163,1987,19163
19165,1987,19165
19167,1987,19167
19169,1987,19169
19171,1987,19171
19173,1987,19173
19175,1987,19175
19177,1987,19177
19179,1987,19179
19181,1987,19181
19183,1987,19183
19185,1987,19185
19187,1987,19187
19189,1987,19189
19191,1987,19191
19193,1987,19193
19195,1987,19195
19197,1987,19197
20001,1987,20001
20003,1987,20003
20005,1987,20005
20007,1987,20007
20009,1987,20009
20011,1987,20011
20013,1987,20013
20015,1987,20015
20017,1987,20017
20019,1987,20019
20021,1987,20021
20023,1987,20023
20025,1987,20025
20027,1987,20027
20029,1987,20029
20031,1987,20031
20033,1987,20033
20035,1987,20035
20037,1987,20037
20039,1987,20039
20041,1987,20041
20043,1987,20043
20045,1987,20045
20047,1987,20047
20049,1987,20049
20051,1987,20051
20053,1987,20053
20055,1987,20055
20057,1987,20057
20059,1987,20059
20061,1987,20061
20063,1987,20063
20065,1987,20065
20067,1987,20067
20069,1987,20069
20071,1987,20071
20073,1987,20073
20075,1987,20075
20077,1987,20077
20079,1987,20079
20081,1987,20081
20083,1987,20083
20085,1987,20085
20087,1987,20087
20089,1987,20089
20091,1987,20091
20093,1987,20093
20095,1987,20095
20097,1987,20097
20099,1987,20099
20101,1987,20101
20103,1987,20103
20105,1987,20105
20107,1987,20107
20109,1987,20109
20111,1987,20111
20113,1987,20113
20115,1987,20115
20117,1987,20117
20119,1987,20119
20121,1987,20121
20123,1987,20123
20125,1987,20125
20127,1987,20127
20129,1987,20129
20131,1987,20131
20133,1987,20133
20135,1987,20135
20137,1987,20137
20139,1987,20139
20141,1987,20141
20143,1987,20143
20145,1987,20145
20147,1987,20147
20149,1987,20149
20151,1987,20151
20153,1987,20153
20155,1987,20155
20157,1987,20157
20159,1987,20159
20161,1987,20161
20163,1987,20163
20165,1987,20165
20167,1987,20167
20169,1987,20169
20171,1987,20171
20173,1987,20173
20175,1987,20175
20177,1987,20177
20179,1987,20179
20181,1987,20181
20183,1987,20183
20185,1987,20185
20187,1987,20187
20189,1987,20189
20191,1987,20191
20193,1987,20193
20195,1987,20195
20197,1987,20197
20199,1987,20199
20201,1987,20201
20203,1987,20203
20205,1987,20205
20207,1987,20207
20209,1987,20209
21001,1987,21001
21003,1987,21003
21005,1987,21005
21007,1987,21007
21009,1987,21009
21011,1987,21011
21013,1987,21013
21015,1987,21015
21017,1987,21017
21019,1987,21019
21021,1987,21021
21023,1987,21023
21025,1987,21025
21027,1987,21027
21029,1987,21029
21031,1987,21031
21033,1987,21033
21035,1987,21035
21037,1987,21037
21039,1987,21039
21041,1987,21041
21043,1987,21043
21045,1987,21045
21047,1987,21047
21049,1987,21049
21051,1987,21051
21053,1987,21053
21055,1987,21055
21057,1987,21057
21059,1987,21059
21061,1987,21061
21063,1987,21063
21065,1987,21065
21067,1987,21067
21069,1987,21069
21071,1987,21071
21073,1987,21073
21075,1987,21075
21077,1987,21077
21079,1987,21079
21081,1987,21081
21083,1987,21083
21085,1987,21085
21087,1987,21087
21089,1987,21089
21091,1987,21091
21093,1987,21093
21095,1987,21095
21097,1987,21097
21099,1987,21099
21101,1987,21101
21103,1987,21103
21105,1987,21105
21107,1987,21107
21109,1987,21109
21111,1987,21111
21113,1987,21113
21115,1987,21115
21117,1987,21117
21119,1987,21119
21121,1987,21121
21123,1987,21123
21125,1987,21125
21127,1987,21127
21129,1987,21129
21131,1987,21131
21133,1987,21133
21135,1987,21135
21137,1987,21137
21139,1987,21139
21141,1987,21141
21143,1987,21143
21145,1987,21145
21147,1987,21147
21149,1987,21149
21151,1987,21151
21153,1987,21153
21155,1987,21155
21157,1987,21157
21159,1987,21159
21161,1987,21161
21163,1987,21163
21165,1987,21165
21167,1987,21167
21169,1987,21169
21171,1987,21171
21173,1987,21173
21175,1987,21175
21177,1987,21177
21179,1987,21179
21181,1987,21181
21183,1987,21183
21185,1987,21185
21187,1987,21187
21189,1987,21189
21191,1987,21191
21193,1987,21193
21195,1987,21195
21197,1987,21197
21199,1987,21199
21201,1987,21201
21203,1987,21203
21205,1987,21205
21207,1987,21207
21209,1987,21209
21211,1987,21211
21213,1987,21213
21215,1987,21215
21217,1987,21217
21219,1987,21219
21221,1987,21221
21223,1987,21223
21225,1987,21225
21227,1987,21227
21229,1987,21229
21231,1987,21231
21233,1987,21233
21235,1987,21235
21237,1987,21237
21239,1987,21239
22001,1987,22001
22003,1987,22003
22005,1987,22005
22007,1987,22007
22009,1987,22009
22011,1987,22011
22013,1987,22013
22015,1987,22015
22017,1987,22017
22019,1987,22019
22021,1987,22021
22023,1987,22023
22025,1987,22025
22027,1987,22027
22029,1987,22029
22031,1987,22031
22033,1987,22033
22035,1987,22035
22037,1987,22037
22039,1987,22039
22041,1987,22041
22043,1987,22043
22045,1987,22045
22047,1987,22047
22049,1987,22049
22051,1987,22051
22053,1987,22053
22055,1987,22055
22057,1987,22057
22059,1987,22059
22061,1987,22061
22063,1987,22063
22065,1987,22065
22067,1987,22067
22069,1987,22069
22071,1987,22071
22073,1987,22073
22075,1987,22075
22077,1987,22077
22079,1987,22079
22081,1987,22081
22083,1987,22083
22085,1987,22085
